rank,title,studio,lifetime_gross,year
13336,runandjump,IFC,20061,2014
13337,thepastisagrotesqueanimal,Osci.,20056,2014
13338,stateoffear,Skyl.,20055,2006
13339,apocalypsis,Indic.,20052,2018
13340,floundering,Strand,20031,1994
13341,glassaportraitofphilipintwelveparts,Koch,20018,2008
13342,nopaynudity,Mont.,20017,2016
13343,thegroundtruth,Focus,20013,2006
13344,terraferma,Cohen,19996,2013
13345,charlotteramplingthelook,KL,19988,2011
13346,eighthoursdontmakeaday,Jan.,19987,2018
13347,onesingstheotherdoesnt,Jan.,19919,2018
13348,weddingpalace,GGGE,19908,2013
13349,forbiddengames,Rialto,19889,2015
13350,thedeadgirl,First,19875,2006
13351,mercidocteurrey,Reg.,19867,2004
13352,behindthesun,Mira.,19861,2001
13353,thesimianline,Gabri.,19823,2001
13354,thejourney,JF,19800,2003
13355,elperro,CTr,19791,2006
13356,liceberg,FRun,19789,2007
13357,favelarising,Moch.,19781,2006
13358,wildcanaries,IFC,19777,2015
13359,thetrial,MTop,19753,2010
13360,brotherhood,P4,19722,2011
13361,theopenroad,Anch.,19716,2009
13362,tryingtogetgoodthejazzodysseyofjacksheldon,Reel,19712,2008
13363,ofloveandshadows,Mira.,19710,1996
13364,theromans,Indic.,19705,2016
13365,trafficked,EpicPics,19698,2017
13366,loveandhonor,IFC,19684,2013
13367,miserylovescomedy,Trib.,19634,2015
13368,troubleinmind,Aliv,19632,1985
13369,whenweleave,Olive,19631,2011
13370,badmilo,Magn.,19613,2013
13371,artbastard,CAVU,19600,2016
13372,uzumasalimelight,Elev.,19597,2014
13373,bugsbunnyfilmfestival,WB,19587,1995
13374,betterthansex,IDP,19521,2001
13375,asambhav,Eros,19504,2004
13376,goingaway,Cohen,19501,2015
13377,inovermyhead,SBE,19482,2012
13378,apictureofyou,FPE,19480,2014
13379,guardianangel,RME,19480,2014
13380,aroomforromeobrass,USA,19478,2000
13381,whensday,NC,19463,2013
13382,secondhandhearts,Par.,19450,1981
13383,skateland,Free,19411,2011
13384,garmento,Spn,19402,2003
13385,tchoupitoulas,Osci.,19375,2012
13386,everythingsgonegreen,FInd.,19373,2007
13387,donkeypunch,Magn.,19367,2009
13388,windrider,MGM,19367,1987
13389,peterbrookthetightrope,FRun,19365,2014
13390,actress,CGld,19365,2014
13391,watchersofthesky,MBox,19339,2014
13392,gabothecreationofgabrielgarciamarquez,Icar.,19337,2015
13393,houseofpleasures,IFC,19327,2011
13394,ava,Ghop,19318,2018
13395,theroomsofmelancholia,Icar.,19317,2005
13396,beautyintrouble,Men.,19300,2008
13397,idontwanttosleepalone,Strand,19292,2007
13398,offthemenu,N.Arts,19285,1998
13399,neshobathepriceoffreedom,FRun,19245,2010
13400,thefemalebrain,IFC,19225,2018
13401,citylights,UA,19181,1931
13402,themansonfamily,Zion,19140,2004
13403,thepeopleivesleptwith,PP,19137,2010
13404,whowearenow,FR,19128,2018
13405,limportantcestdaimer,Rialto,19120,2017
13406,revelationdawnofglobalgovernment,RM,19107,2016
13407,makebelieve,CS,19085,2011
13408,november,Osci.,19084,2018
13409,anything,Pala.,19037,2018
13410,searchengines,Indic.,19033,2016
13411,ahardday,KL,19004,2015
13412,thechallenger,WinD,19003,2015
13413,thecolorwheel,APD/C,19001,2012
13414,thekillteam,Osci.,18983,2014
13415,carriepilby,Orch.,18957,2017
13416,sophomore,,18945,2012
13417,devilsonthedoorstep,Cow.,18944,2002
13418,smashgrabthestoryofthepinkpanthers,DR,18938,2013
13419,youaintseennothinyet,KL,18929,2013
13420,loveandabullet,SGem,18926,2002
13421,stealapencilforme,7Art,18918,2007
13422,whatloveis,BSky,18901,2007
13423,hotelrooms,Osci.,18869,2012
13424,desertedstation,FRun,18867,2004
13425,ktowncowboys,Free,18863,2016
13426,nostalghia,KL,18846,2013
13427,test,Vari.,18823,2014
13428,aleagueofordinarygentlemen,Magn.,18807,2005
13429,thesorcererandthewhitesnake,Magn.,18759,2013
13430,severedways,Magn.,18728,2009
13431,savingmarriage,Reg.,18720,2008
13432,thesecretrapture,Castle,18719,1994
13433,tastingmenu,Magn.,18686,2014
13434,seoulsearching,Wonder,18654,2016
13435,blessedisthematchthelifeandtimesofhannahsenesh,Bal.,18654,2009
13436,killshot,Wein.,18643,2009
13437,asingleshot,Trib.,18642,2013
13438,mrshyde,Cartilage,18627,2018
13439,chelywrightwishmeaway,FRun,18618,2012
13440,devd,UTV,18613,2009
13441,twonightstand,EOne,18612,2014
13442,bobbijene,Osci.,18579,2017
13443,ardor,Part.,18565,2015
13444,lacamioneta,FYN,18558,2013
13445,quitting,SPC,18531,2002
13446,letmypeoplego,Zeit.,18529,2013
13447,clubland,Leg.,18529,1999
13448,buddhamargaya,Eros,18528,2007
13449,mryamiss,Kria,18516,2005
13450,venusboyz,FRun,18515,2003
13451,desolation,PDF,18490,2018
13452,alltheragesavedbysarno,TFC,18489,2017
13453,betweenlovegoodbye,Embr.,18480,2009
13454,skischool,MovE,18476,1991
13455,lovelymolly,Imag.,18464,2012
13456,ittybittytittycommittee,Pock.,18445,2007
13457,burden,Magn.,18440,2017
13458,onetoanother,Strand,18435,2007
13459,glory,FM,18415,2017
13460,thereception,Strand,18389,2005
13461,deadfall,Trim.,18369,1993
13462,oka,Da.,18364,2011
13463,livefastdieyoung,RivR,18335,2008
13464,dearzacharyalettertoasonabouthisfather,Osci.,18334,2008
13465,thechannel,Indic.,18319,2016
13466,apigacrossparis,Rialto,18297,2013
13467,twiceborn,EOne,18295,2013
13468,talkofangels,Mira.,18281,1998
13469,hellhouse,7Art,18279,2002
13470,offandrunning,FRun,18262,2010
13471,tothelimit,FRun,18254,2008
13472,suicidekillers,CityL,18239,2006
13473,thelittledeath,Magn.,18238,2015
13474,freakshow,IFC,18216,2018
13475,clash,KL,18215,2017
13476,torn,FC,18202,2013
13477,elmilagrodemarcelinopan,GPR,18193,2012
13478,whoisdayanicristal,KL,18190,2014
13479,thelioninwinter,Emb,18177,1968
13480,castingby,SD,18164,2013
13481,restless,Arro.,18154,2000
13482,comingthroughtherye,EF,18137,2016
13483,peterandthefarm,Magn.,18123,2016
13484,somebodytolove,Leg.,18112,1996
13485,womenintrouble,Scre.,18097,2009
13486,harrybensonshootfirst,Magn.,18092,2016
13487,abitofbadluck,Indic.,18089,2016
13488,dare,Imag.,18088,2009
13489,toscaskiss,Icar.,18087,2014
13490,wildflower,CZ,18062,2016
13491,scarletdiva,MB,18062,2002
13492,journeytothewest,Magn.,18058,2014
13493,holyhell,WRA,18051,2016
13494,gangnam,CJ,18022,2015
13495,onedaypinaasked,Icar.,18016,2014
13496,theleadingman,N.Arts,18012,1998
13497,iknewherwell,Jan.,18010,2016
13498,nenette,Kino,18009,2010
13499,mengotobattle,FM,18006,2016
13500,winningformula,Indic.,18004,2018
13501,juanofthedead,Outs,18000,2012
13502,girlfriends,FRun,18000,1996
13503,jamelshabazzstreetphotographer,APD/C,17992,2013
13504,cruelworld,Indic.,17986,2006
13505,battleforbrooklyn,Rum.,17981,2011
13506,payback,Zeit.,17979,2012
13507,cookcounty,Hann.,17977,2011
13508,mansfield,FB,17930,2017
13509,thekingisalive,IFC,17929,2001
13510,greatdirectors,Pala.,17921,2010
13511,dealinwithidiots,IFC,17909,2013
13512,themissingperson,Strand,17896,2009
13513,goodmanners,Distrib.,17875,2018
13514,thelastshaman,Abr.,17844,2017
13515,theworldunseen,Reg.,17808,2008
13516,lastdayonearth,IFC,17801,2012
13517,purplebutterfly,Palm,17790,2004
13518,spookies,SVS,17785,1987
13519,escapes,Ghop,17778,2017
13520,dearjesse,Cow.,17744,1998
13521,sacred,Argo.,17740,2017
13522,littlebirds,MNE,17739,2012
13523,theotherone,Indic.,17727,2015
13524,kellycal,IFC,17702,2014
13525,badgrandmas,PDF,17688,2017
13526,ganjahess,KL,17679,2018
13527,comradesalmostalovestory,Rim,17676,1998
13528,mental,Da.,17669,2013
13529,molly,MGM,17650,1999
13530,thehistoryoffuturefolk,Vari.,17646,2013
13531,kingofhearts,Cohen,17646,2018
13532,nightatthegoldeneagle,Key.,17643,2002
13533,thenewtwenty,Argo.,17625,2009
13534,howhefellinlove,Orion,17575,2016
13535,milwaukeeminnesota,Tar.,17528,2005
13536,chronicleofannamagdalenabach,Ghop,17527,2018
13537,sunsetstory,Vita.,17508,2005
13538,streitsmatzoandtheamericandream,Men.,17506,2016
13539,butterflygirl,Indic.,17503,2015
13540,trash,FCW,17484,2015
13541,daysofwar,Anch.,17479,2011
13542,strangerland,Alc,17472,2015
13543,adventuresofpower,Vari.,17419,2009
13544,thedaysofnickdrake,Roxie,17384,2002
13545,mightypekingman,Cow.,17368,1999
13546,bitchslap,Free,17365,2010
13547,transfixed,Pict.,17361,2004
13548,thelaw,Osci.,17351,2010
13549,filmgeek,FRun,17341,2006
13550,littlerock,Vari.,17309,2011
13551,thehomestretch,KF,17306,2014
13552,everagain,RM,17304,2006
13553,archiesfinalproject,Rocket,17282,2011
13554,standclearoftheclosingdoors,Osci.,17282,2014
13555,thegreatwater,Pict.,17257,2005
13556,speedwayjunky,Reg.,17246,2001
13557,arealyounggirl,CinV,17245,2001
13558,babyblues,,17234,2008
13559,landfillharmonic,TFC,17205,2016
13560,harmonium,FM,17191,2017
13561,violetdaisy,Cdgm.,17186,2013
13562,foodevolution,Abr.,17181,2017
13563,by,Strand,17162,1999
13564,accident,Rialto,17161,2014
13565,fastfoodfastwomen,Lot47,17131,2001
13566,lepontdunord,FDesk,17110,2013
13567,alwaysshine,Osci.,17102,2016
13568,onthemap,Jude,17099,2016
13569,tharlo,Icar.,17091,2016
13570,grandmaster,UTV,17077,2012
13571,greatmuseum,KL,17048,2015
13572,thereflectingskin,Mira.,17042,1991
13573,theunderstudy,Indic.,17036,2012
13574,goodbyetoallthat,IFC,16986,2014
13575,theprophetsson,SBE,16983,2012
13576,miaandthemigoo,GK,16975,2011
13577,coldcomesthenight,Gold.,16971,2014
13578,ebanandcharley,Pict.,16918,2001
13579,carbonnation,CWM,16901,2010
13580,aprilshowers,Cdgm.,16880,2009
13581,hankandasha,FR,16878,2014
13582,easternboys,FRun,16831,2015
13583,darkstreets,Gold.,16815,2008
13584,holdingtrevor,Reg.,16814,2008
13585,hiddeninplainsight,7Art,16803,2003
13586,dias,Xen.,16791,2007
13587,smoothtalk,Spec.,16785,1985
13588,balseros,7Art,16783,2003
13589,swimteam,Argo.,16783,2017
13590,nightacrossthestreet,CGld,16778,2013
13591,extraction,LGP,16775,2015
13592,eva,Wein.,16738,2015
13593,inventingourlifethekibbutzexperiment,FRun,16734,2012
13594,burningbush,KL,16731,2014
13595,medea,Fct.,16714,2003
13596,asilaydying,MNE,16697,2013
13597,thischangeseverything,Abr.,16692,2015
13598,syndromesandacentury,Strand,16675,2007
13599,fascination,MGM,16670,2005
13600,dayzero,First,16659,2008
13601,theworldofkanako,Drft.,16627,2015
13602,thefreebie,P4,16613,2010
13603,thefreedomtomarry,Argo.,16611,2017
13604,marlinathemurdererinfouracts,Icar.,16607,2018
13605,whotookjohnny,Rum.,16595,2015
13606,haikarasanherecomesmissmodern,Elev.,16572,2018
13607,americancannibal,Life,16566,2007
13608,lifeinawalk,Gathr,16557,2015
13609,bravenewjersey,Grav.,16544,2017
13610,beyond,Gathr,16533,2017
13611,noise,Think,16513,2008
13612,afineromance,Castle,16497,1992
13613,thelastmogul,Think,16469,2005
13614,genesis,Think,16413,2005
13615,mumbaimerijaan,UTV,16407,2008
13616,missioncontroltheunsungheroesofapollo,INDEP,16405,2017
13617,magiciantheastonishinglifeandworkoforsonwelles,Cohen,16400,2014
13618,dyingtoknowramdasstimothyleary,Gathr,16397,2017
13619,splinterheads,Pala.,16392,2009
13620,designisone,FRun,16386,2013
13621,aprilsshower,Reg.,16377,2006
13622,theamateurs,First,16334,2007
13623,breathingroom,Arro.,16299,1996
13624,faster,Slam,16265,2004
13625,cautiva,L/Z,16259,2006
13626,onmyoji,Pio.,16234,2003
13627,ilikekillingflies,Think,16214,2006
13628,perfectopposites,MAC,16201,2004
13629,coldblooded,IRS,16198,1995
13630,thehumancentipede,IFC,16184,2015
13631,songofgranite,Osci.,16182,2017
13632,allthequeenshorses,Argo.,16172,2017
13633,itseasierforacamel,NYer,16150,2004
13634,teddybear,FM,16138,2012
13635,look,Vita.,16136,2007
13636,norestraint,IFC,16136,2006
13637,whenfatherwasawayonbusiness,Can.,16131,1985
13638,return,Da.,16124,2012
13639,tennessee,Viv.,16100,2009
13640,levitatedmass,FRun,16086,2014
13641,londonboulevard,IFC,16075,2011
13642,time,Life,16070,2007
13643,alps,KL,16057,2012
13644,outoftheclearbluesky,A23,16050,2013
13645,nightofhenna,Illm.,16027,2005
13646,storm,FM,16013,2009
13647,wattstaxthespecialedition,SRep,16000,2003
13648,patience,CGld,15941,2012
13649,vulgar,Lions,15927,2002
13650,home,Lorb.,15925,2009
13651,charged,Gathr,15920,2017
13652,upercapitalist,Truly,15919,2012
13653,canyoudigthis,Gathr,15909,2015
13654,bobbygcantswim,Gabri.,15900,2002
13655,killsonwheels,KL,15898,2017
13656,thisbinaryuniverse,Indic.,15875,2012
13657,tenbenny,AL,15843,1998
13658,private,Arab,15811,2005
13659,areason,Indic.,15792,2015
13660,anchorbaby,AGF,15790,2011
13661,defininghope,Gathr,15788,2017
13662,takemehome,Mont.,15760,2012
13663,sleepingdogslie,IDP,15745,2006
13664,theatomiccafe,KL,15732,2018
13665,fullmooninparis,FM,15726,2015
13666,michael,Strand,15715,2012
13667,colonia,Scre.,15709,2016
13668,jumpinattheboneyard,Fox,15706,1992
13669,peoplesayimcrazy,Palo,15679,2004
13670,fiveminutesofheaven,IFC,15676,2009
13671,rubined,IRS,15675,1992
13672,quillthelifeofaguidedog,MBox,15674,2012
13673,esmeraldacomesbynight,FL,15671,1998
13674,alettertotrue,Zeit.,15635,2004
13675,thstreet,PAc.,15629,2003
13676,eden,LibE,15611,2008
13677,quietcity,600W,15610,2007
13678,fivenightsinmaine,FR,15587,2016
13679,bobleflambeur,Rialto,15586,2018
13680,numberonefan,Distrib.,15549,2015
13681,bornromantic,UA,15545,2001
13682,sixinparis,NYer,15532,2008
13683,evil,Magn.,15530,2006
13684,bombthesystem,Palm,15520,2005
13685,savethegreenplanet,Koch,15516,2005
13686,lastdance,FRun,15515,2002
13687,dreamkiller,Del.,15514,2010
13688,cthulhu,Reg.,15513,2008
13689,bloodred,Hemd,15510,1989
13690,onebrightshiningmomenttheforgottensummerofgeorgemcgovern,FRun,15504,2005
13691,spanishfly,Mira.,15503,1999
13692,theoysterfarmer,CGld,15456,2005
13693,californiasolo,Strand,15433,2012
13694,pipedream,Castle,15430,2002
13695,formula,Strand,15427,2005
13696,besomebody,TUG,15395,2016
13697,thebeautifultruth,CLS,15387,2008
13698,dumbstruck,Truly,15379,2011
13699,alittlebitofheaven,MNE,15375,2012
13700,memoriesofmurder,Palm,15357,2005
13701,wildside,Wells,15355,2005
13702,noregret,Reg.,15347,2008
13703,fulltiltboogie,Mira.,15313,1998
13704,onlytheyoung,Osci.,15312,2012
13705,contemporarycolor,Osci.,15305,2017
13706,seaside,FRun,15290,2003
13707,gabrielandthemountain,Strand,15288,2018
13708,starcrossed,Indic.,15263,2016
13709,harryandmax,TLA,15247,2005
13710,descent,CityL,15233,2007
13711,offthelip,Hann.,15217,2004
13712,theapple,NYer,15207,1999
13713,allhat,All.,15198,2008
13714,shotthepsychospiritualmantraofrock,Magn.,15157,2017
13715,glorydaze,7Art,15134,1996
13716,porto,KL,15126,2017
13717,girls,Strand,15123,2012
13718,oliviaexperiment,Indic.,15122,2014
13719,nora,And.,15120,2001
13720,kungfujoe,Indic.,15120,2012
13721,elinmigrante,Indic.,15100,2007
13722,tradeofinnocents,Mont.,15091,2012
13723,rebelsonpointe,Icar.,15088,2017
13724,khachaturian,7Art,15084,2003
13725,drive,MEI,15084,1992
13726,theeducationofcharliebanks,Anch.,15078,2009
13727,cheatin,Ply,15077,2015
13728,ofmindandmusic,Mont.,15073,2016
13729,barefoot,RAtt.,15071,2014
13730,bloodgutsbulletsoctane,Lions,15035,1999
13731,imnotjesusmommy,FDem,15005,2011
13732,thetenant,Indic.,15003,2011
13733,oolongcourtyard,CL,15000,2018
13734,myfirstwedding,Indic.,14982,2006
13735,hannarigeishamodern,Saku.,14974,2006
13736,zombeavers,Free,14947,2015
13737,ideclarewar,Drft.,14928,2013
13738,drycleaning,Strand,14919,1999
13739,millenniummambo,Palm,14904,2003
13740,ongbak,Magn.,14890,2011
13741,argentina,FRun,14869,2016
13742,chocolate,Magn.,14845,2009
13743,belowmiracleonthemountain,MOM,14838,2017
13744,jaynemansfieldscar,Anch.,14836,2013
13745,ataleoftwopizzas,CCr.,14831,2005
13746,reeseville,Inn.,14824,2004
13747,horsesofgod,KL,14817,2014
13748,rememberyou,CJ,14814,2016
13749,vincegiordanotheresafutureinthepast,FRun,14807,2017
13750,lastpassenger,Cohen,14806,2014
13751,shem,HP,14804,2006
13752,thefarthest,Abr.,14773,2017
13753,thebreak,Castle,14760,1998
13754,kissofthedamned,Magn.,14752,2013
13755,lionsden,Strand,14739,2009
13756,twoninas,Castle,14725,2001
13757,gloria,PH,14701,2015
13758,beats,RAtt.,14693,2012
13759,circus,Sony,14693,2000
13760,lacucaracha,Wht.,14692,1999
13761,lastmeninaleppo,Ghop,14637,2017
13762,daysinamadhouse,CafeP,14616,2015
13763,unraveled,GD,14615,2012
13764,thenextbigthing,Castle,14600,2002
13765,buzzard,Osci.,14591,2015
13766,tristana,Cohen,14586,2012
13767,silentnight,Anch.,14567,2012
13768,armadillo,Lorb.,14566,2011
13769,thesettlers,FRun,14556,2002
13770,lamb,Orch.,14547,2016
13771,wall,Life,14541,2005
13772,hardcorelogo,Cow.,14540,1998
13773,whokilledbambi,Strand,14532,2004
13774,carmenmirandabananasismybusiness,IntC,14528,1995
13775,theox,Castle,14513,1992
13776,thewanderers,Orion,14492,1979
13777,neverforever,ArtsA,14485,2008
13778,antarcticaicesky,MBox,14475,2017
13779,fallenidoltheyurigagarinconspiracy,Indic.,14471,2009
13780,thethday,Scre.,14460,2004
13781,thetwoescobars,ARF,14457,2010
13782,prayerbeforedawn,A24,14453,2018
13783,opaldream,Strand,14443,2006
13784,kabei,Strand,14416,2009
13785,thelastmoviestar,A24,14410,2018
13786,spacedogsd,EpicPics,14408,2012
13787,theunbelievers,CM,14400,2013
13788,theuncondemned,Abr.,14393,2016
13789,asilentlove,Atop.,14389,2004
13790,thejourneyofaugustking,Mira.,14381,1995
13791,theanarchistcookbook,Inn.,14369,2003
13792,justiceismind,TAT,14360,2013
13793,gonedoggygone,Indic.,14354,2015
13794,peepworld,IFC,14351,2011
13795,desertbayou,CLS,14350,2007
13796,aweddinginvitation,CJ,14350,2013
13797,exhibition,KL,14344,2014
13798,savior,Lions,14328,1998
13799,amoskollecksbadgirls,Castle,14320,1994
13800,daddycool,AdL.,14319,2009
13801,thedevilsminer,FRun,14289,2006
13802,amodernaffair,Tara,14286,1996
13803,italwaysrainsonsunday,Rialto,14276,2008
13804,fullofit,NL,14273,2007
13805,neverstandstilldancingatjacobspillow,FRun,14272,2012
13806,nobody,,14271,2009
13807,militaryintelligenceandyou,AnyR,14251,2008
13808,sahebbiwiaurgangster,UTV,14231,2011
13809,brothernature,Gold.,14218,2016
13810,brotherhoodofbladestheinfernalbattlefield,WGUSA,14204,2017
13811,crutch,Illm.,14189,2004
13812,splinter,Magn.,14154,2008
13813,carmengeoffrey,FRun,14130,2009
13814,newtown,Abr.,14109,2016
13815,wewontgrowoldtogether,FDesk,14104,2012
13816,shangrilasuite,B&A,14073,2016
13817,gayby,TFC,14062,2012
13818,rippleeffect,Mont.,14059,2008
13819,monthrule,SIP,14057,2012
13820,headgames,Vari.,14056,2012
13821,lightsinthedusk,Strand,14056,2007
13822,aperfectday,IFC,14044,2016
13823,ghettophysicswilltherealpimpsandhospleasestandup,Gold.,14034,2010
13824,loveandmoney,Par.,14009,1982
13825,ilfuturo,Strand,14001,2013
13826,imlosingyou,Strand,13996,1999
13827,marebito,Tar.,13983,2005
13828,abracadabra,Sony,13975,2017
13829,theprey,Cohen,13959,2013
13830,planetofsnail,CGld,13957,2012
13831,andthencamelove,FoxM,13944,2007
13832,upforgrabs,L/Z,13931,2005
13833,yosemite,Mont.,13931,2016
13834,thehallow,IFC,13906,2015
13835,thisismartinbonner,Mont.,13888,2013
13836,cutsleeveboys,Reg.,13875,2007
13837,fallingaway,Indic.,13869,2012
13838,theprotagonist,IFC,13850,2007
13839,backcountry,IFC,13848,2015
13840,livefreeordie,Think,13836,2007
13841,sympathyfordelicious,Maya,13826,2011
13842,sins,RTWC,13809,2014
13843,poultrygeistnightofthechickendead,Troma,13804,2008
13844,thetimesofharveymilk,NYer,13801,2000
13845,theprettyone,Da.,13769,2014
13846,thedayhearrives,CGld,13746,2012
13847,aspaceprogram,Zeit.,13739,2016
13848,thearchitect,Magn.,13737,2006
13849,dorfmaninlove,BSM,13737,2013
13850,donmckay,Imag.,13722,2010
13851,fullgrownmen,Emr.,13716,2008
13852,whotheisjacksonpollock,PicH,13710,2006
13853,timetodie,FM,13707,2017
13854,loveforsalesuelyinthesky,Strand,13703,2007
13855,amourfou,FM,13702,2015
13856,afterlove,Distrib.,13693,2017
13857,daisies,Jan.,13692,2012
13858,lailasbirthday,Kino,13689,2009
13859,thelawintheseparts,CGld,13683,2012
13860,tikkun,KL,13671,2016
13861,redtrees,Cohen,13666,2017
13862,poisonfriends,Strand,13665,2007
13863,softfruit,FoxS,13654,2000
13864,theboydownstairs,FR,13638,2018
13865,convicts,MCE,13623,1991
13866,fifihowlsfromhappiness,MBox,13614,2014
13867,whentheironbirdflies,AM,13598,2012
13868,legendofthenagapearls,WGUSA,13588,2017
13869,reunitingtherubins,Mont.,13569,2012
13870,eli,Eros,13547,2015
13871,dysfunctionalfriends,DTP,13546,2012
13872,paperman,MPI,13514,2010
13873,duanehopwood,IFC,13510,2005
13874,handsomeharry,Pala.,13500,2010
13875,shadowman,FM,13498,2017
13876,themonk,ATO,13472,2013
13877,lookingforanecho,Reg.,13465,2000
13878,spicesofliberty,Hann.,13463,2016
13879,theduelist,Sony,13450,2016
13880,theescapist,IFC,13439,2009
13881,bendabilili,NGE,13420,2011
13882,theslaughterrule,Cow.,13411,2003
13883,waroftheworldsgoliath,BCMG,13385,2014
13884,citadel,Cdgm.,13377,2012
13885,alongwaydown,Magn.,13347,2014
13886,onelastthing,Magn.,13334,2006
13887,shedskinpapa,CL,13331,2018
13888,hugopool,N.Arts,13330,1997
13889,yesnursenonurse,Reg.,13325,2004
13890,violettendencies,Embr.,13304,2010
13891,campxray,IFC,13302,2014
13892,shermansway,ICir,13282,2009
13893,thespecials,Reg.,13276,2000
13894,kickingit,LibE,13266,2008
13895,latespring,Jan.,13254,2016
13896,daysandnights,IFC,13243,2014
13897,harold,CityL,13229,2008
13898,ourbloodiswine,MBox,13210,2018
13899,redobsession,A23,13199,2013
13900,adderalldiaries,A24,13191,2016
13901,blindmountain,Kino,13164,2008
13902,lamentalethecode,IDP,13152,2004
13903,sollewitt,Icar.,13146,2014
13904,thepleasuresofbeingoutofstep,FRun,13137,2014
13905,redsurf,AcdE,13136,1990
13906,allthingsfair,PFM,13128,1996
13907,thetroublewithbliss,7A,13093,2012
13908,undertheboardwalkthemonopolystory,Tost.,13080,2011
13909,theprogram,EOne,13074,2016
13910,thewinners,First,13066,1999
13911,nothingbutaman,APD/C,13063,2012
13912,mymexicanshivah,Emr.,13042,2008
13913,dogdays,Leis.,13031,2003
13914,jim,A23,13015,2010
13915,howmuchdoesyourbuildingweighmrfoster,FRun,13013,2012
13916,norwegianwood,RF,13000,2012
13917,raja,FM,13000,2004
13918,leapyear,Strand,12979,2011
13919,andreirublev,Jan.,12979,2018
13920,bloodworth,Gold.,12971,2011
13921,likeme,KL,12965,2018
13922,skidmarks,Divr.,12959,2007
13923,ksirenofthehimalayas,FRun,12959,2014
13924,littleboyblue,Castle,12958,1998
13925,howvictorthegarlictookalexeythestudtothenursinghome,CARUSEL,12954,2018
13926,pussinboots,Can.,12951,1988
13927,theworldaccordingtoshorts,NYer,12908,2006
13928,agreenstory,Indic.,12901,2013
13929,alienabduction,IFC,12897,2014
13930,taipeistory,Jan.,12897,2017
13931,rockbottom,Wrin.,12890,2007
13932,jentendspluslaguitare,FDesk,12876,2008
13933,louandreassalométheaudacitytobefree,CLS,12875,2018
13934,itrustyoutokillme,FInd.,12854,2006
13935,permanent,Magn.,12847,2017
13936,theartofbeingstraight,Reg.,12831,2009
13937,neitherheavennorearth,FM,12810,2016
13938,childrenunderground,Cmx.,12798,2001
13939,junction,Orch.,12795,2017
13940,christmasatmaxwells,Aloha,12781,2006
13941,insearchoffellini,AMBI,12772,2017
13942,lakecity,Scre.,12767,2008
13943,yakuzaapocalypse,Gold.,12756,2015
13944,diamondsedge,Castle,12751,1990
13945,virginia,EOne,12728,2012
13946,warofthebuttons,WB,12712,1995
13947,cobraverde,518,12702,2007
13948,thetimeguardian,Hemd,12682,1989
13949,concerningviolence,KL,12680,2014
13950,heal,Pala.,12668,2017
13951,specialid,WGUSA,12666,2014
13952,backstage,Strand,12663,2006
13953,autumn,Truly,12655,2006
13954,august,First,12636,2008
13955,bhopalaprayerforrain,Rvl,12628,2014
13956,lansdown,Outr.,12614,2002
13957,americansocialistthelifetimesofeugenevictordebs,FRun,12609,2018
13958,gorygoryhallelujah,Indic.,12604,2005
13959,freestyletheartofrhyme,Palm,12600,2004
13960,buddyboy,FL,12597,2000
13961,boymeetsgirl,CFilms,12589,2014
13962,aroundjune,Indic.,12578,2012
13963,dialmformurder,WB,12562,1954
13964,myart,FM,12554,2018
13965,daltrycalhoun,Mira.,12551,2005
13966,thephotographerhiswifeherlover,Icar.,12546,2006
13967,themonster,A24,12544,2016
13968,blind,VE,12522,2017
13969,jakescorner,Emr.,12522,2008
13970,cityofwomen,Cohen,12516,2016
13971,hitme,Castle,12500,1998
13972,theonesbelow,Magn.,12488,2016
13973,kikilovetolove,Strand,12450,2016
13974,felicite,Strand,12433,2017
13975,km,BG,12423,2015
13976,sevenbeauties,KL,12408,2017
13977,forellen,Trib.,12396,2012
13978,americathebeautifulthethincommandments,PMKBNC,12366,2011
13979,rebirth,Osci.,12358,2011
13980,grassroots,Gold.,12356,2012
13981,spin,Inn.,12355,2004
13982,storefronthitchcock,Mira.,12355,1998
13983,backseat,Truly,12343,2008
13984,thedustfactory,MGM,12311,2004
13985,fullbattlerattle,MEnd,12306,2008
13986,bigaintbad,BAB,12288,2004
13987,daysinfrance,CGld,12273,2017
13988,thearmoroflight,FFS,12267,2015
13989,arabiannightsvolumetherestlessone,KL,12260,2015
13990,washokubeyondsushi,UTMW,12240,2015
13991,thelivingwake,Mang.,12232,2010
13992,truefriends,2Gen,12231,1998
13993,letyourselfgo,Men.,12189,2018
13994,theselfishgiant,IFC,12189,2013
13995,chinablue,Argo.,12185,2007
13996,unknownpleasures,NYer,12184,2003
13997,elstree,FR,12173,2016
13998,stayingvertical,Strand,12158,2017
13999,fritzlangsdestiny,KL,12156,2016
14000,touchthewall,TTW,12156,2014
14001,shahid,UTV,12153,2013
14002,wolves,KE,12139,2014
14003,backdoorchannels,FKF,12139,2011
14004,ifiwanttowhistleiwhistle,FM,12135,2011
14005,innogreathurrylessonsinlifewithsaulleiter,mTuck,12133,2014
14006,themostunknown,Abr.,12119,2018
14007,hotwater,Indic.,12101,2016
14008,thelastbroadcast,Wvl.,12097,1998
14009,thekidsgrowup,Shad.,12095,2010
14010,murderinthepark,IFC,12088,2015
14011,whentwoworldscollide,FRun,12080,2016
14012,littleengland,Crnth,12077,2015
14013,closecall,Prm,12077,2004
